Year,Month,Week,Date,DMR_Mangemant_Area,Site,GearID,Gear_Type,,Level_Position,Sex,Shell_Height,Total_Viscera_Weight,Meat_Weight,Gonad_Weight,Shell_Weight,Meat_Color,GSI,Notes,(X-碌)^2
2020,7,29,2020-07-16,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,91,44.13,18.27,5.33,87.79,W,12.078,,55.886
2020,7,29,2020-07-16,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,113,82.76,34.5,10.77,185.7,W,13.014,,42.773
2020,7,29,2020-07-16,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,108,65.24,26.66,10.87,123.6,W,16.662,,8.364
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,M,82,38.12,13.28,6.96,40.15,W,18.258,,20.696
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,81,41.63,17.39,4.47,45.59,W,10.737,,8.829
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,81,35.73,12.55,6.41,42.22,W,17.94,,17.903
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,M,94,50.75,16.43,9.74,60.27,W,19.192,,30.066
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,82,49.24,16.37,7.8,71.19,W,15.841,,4.545
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,M,80,35.11,11.75,4.95,43.9,W,14.099,,0.152
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,93,56.96,18.92,9.42,60.62,W,16.538,,8.004
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,80,38.7,15.34,3.92,44.2,W,10.129,,12.814
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,14,Lantern_Net,NA,7,F,85,49.04,17,9.97,58.27,W,20.33,,43.844
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,66,23.03,8.51,2.3,28.62,W,9.987,,13.852
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,M,71,21.69,9.03,2.7,26.13,W,12.448,,1.589
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,68,28.91,11.01,3.08,36.66,W,10.654,,9.334
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,M,67,22.81,7.68,4.02,28.78,W,17.624,,15.327
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,74,18.54,7.2,1.26,18.4,W,6.796,,47.786
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,67,32.67,12.22,3.7,46.18,W,11.325,,5.681
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,68,23.62,8.69,2.88,30.5,W,12.193,,2.298
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,71,22.82,9.05,2.62,21.01,W,11.481,,4.963
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,M,70,19.77,6.22,3.4,31.23,W,17.198,,12.173
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,74,20.39,8.07,3.31,24.16,W,16.233,,6.374
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,63,30.24,12.07,3.55,34.44,W,11.739,,3.879
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,70,21.89,8.66,2.45,23.39,W,11.192,,6.333
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,M,72,28.41,10.53,4.73,35.68,W,16.649,,8.645
2020,7,30,2020-07-21,Lower_Penobscot_Bay,HI,15,Lantern_Net,NA,7,F,71,26.94,11.44,1.81,39.66,W,6.719,,48.863
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,F,88,40.94,12.99,10.45,44.9,W,25.525,,30.515
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,F,73,26.96,9.15,4.49,26.9,W,16.654,,11.201
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,F,82,35.02,13.07,5.57,41.62,W,15.905,,16.777
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,80,33.97,12.37,7.01,43.45,W,20.636,,0.403
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,86,44.79,14.2,10.01,48.2,W,22.349,,5.511
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,F,84,50.62,18.16,10.96,44.86,W,21.652,,2.724
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,74,23.58,7.61,4.63,30.66,W,19.635,,0.134
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,84,40.95,11.98,9.18,38.9,W,22.418,,5.839
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,84,37.37,13.42,6.93,44.02,W,18.544,,2.122
2020,7,30,2020-07-22,Isle_au_Haut,ST,41,Lantern_Net,NA,10,M,73,30.75,9.96,5.94,34.48,W,19.317,,0.468
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,M,78,32.34,10.4,7.83,38.52,W,24.212,,17.727
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,M,77,30.82,10.43,7.91,32.91,W,25.665,,32.081
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,M,74,27.08,9.71,4.41,36.95,W,16.285,,13.809
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,F,75,30.03,10.76,3.76,34.94,W,12.521,,55.955
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,F,78,27.95,10.21,4.85,37.21,W,17.352,,7.016
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,M,76,29.53,11.23,5.77,34.14,W,19.539,,0.213
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,F,79,27.64,10.73,4.38,31.71,W,15.847,,17.26
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,F,72,30.33,11.29,6.04,32.41,W,19.914,,0.008
2020,7,30,2020-07-22,Isle_au_Haut,ST,40,Lantern_Net,NA,10,M,75,30.67,10,7.99,37.59,W,26.052,,36.607
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,F,96,72.12,23.19,18.89,72.19,W,26.192,,115.35
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,M,90,54.61,17.81,13.85,71.53,W,25.362,,98.194
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,F,87,51,16.97,9.26,49.34,O,18.157,,7.314
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,M,82,38.11,12.82,7.06,48.54,W,18.525,,9.443
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,M,84,46.97,15.03,12.08,86.26,W,25.719,,105.395
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,M,85,43.48,10.63,14.78,49.84,W,33.993,,343.742
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,F,90,52.33,22.15,6.68,76.85,W,12.765,,7.221
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,F,97,80.98,22.99,28.75,75.54,W,35.503,,402.012
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,F,82,53.95,17.24,13.84,59.81,W,25.653,,104.061
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,1,M,83,50.47,14.89,12.02,65.74,W,23.816,,69.953
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,65,14.77,5.45,1.57,18.82,W,10.63,,23.258
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,64,14.49,4.46,0.83,19.83,W,5.728,,94.561
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,66,14.06,5.95,0.62,16.89,W,4.41,,121.941
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,66,15.45,5.38,1.62,14.28,W,10.485,,24.67
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,64,13.47,4.62,1.36,15.27,W,10.097,,28.685
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,61,12.26,4.64,1.21,14.49,W,9.869,,31.168
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,66,16.26,5.89,1.52,15.32,W,9.348,,37.262
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,60,12.33,3.7,1.44,12.98,W,11.679,,14.24
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,64,14.7,5.05,1.63,18.03,W,11.088,,19.044
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,64,15.04,5.33,2.05,15.35,W,13.63,,3.32
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,63,13.41,5.87,0.7,16.07,W,5.22,,104.701
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,65,14.41,5.06,1.8,16.31,W,12.491,,8.768
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,55,8.8,3.52,0.46,15.61,W,5.227,,104.552
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,F,65,14.08,5.29,1.32,16.69,W,9.375,,36.934
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,1,M,65,15.6,5.35,1.77,12.89,W,11.346,,16.861
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,120,86.19,31.53,19.41,174.93,W,22.52,,13.987
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,109,70.83,23.82,17.49,135.75,W,24.693,,34.961
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,112,80.68,32.58,15.91,162.06,W,19.72,,0.883
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,130,115.55,35.52,20.77,236.7,W,17.975,,0.648
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,134,114.07,39.16,23.26,246,W,20.391,,2.595
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,119,94.34,38.12,13.85,219.9,W,14.681,,16.803
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,136,116.15,45.13,17.12,242.9,O,14.74,,16.326
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,105,53.36,19.27,9.28,102.2,W,17.391,,1.929
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,101,50.55,19.19,10.02,101,W,19.822,,1.085
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,116,85.15,26.13,25,164.8,W,29.36,,111.933
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,109,75.57,27.87,20.37,132.3,W,26.955,,66.831
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,122,90.92,39.08,13.27,170.3,W,14.595,,17.513
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,116,79.93,20.41,20.35,164.3,W,25.46,,44.618
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,131,139.38,55.31,25.3,288.8,W,18.152,,0.395
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,108,62.2,24,11.07,125.29,W,17.797,,0.966
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,131,114.31,35.75,25.53,293.23,W,22.334,,12.63
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,115,88.32,28.39,14.09,180.18,W,15.953,,7.991
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,112,81.01,34.15,9.76,151.74,W,12.048,,45.323
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,110,87.01,30.16,18.56,142.87,W,21.331,,6.506
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,118,87.44,33.88,8.98,145.1,W,10.27,,72.424
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,116,81.51,26.77,17.45,170.91,W,21.408,,6.908
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,127,103.6,29.8,10.71,195.88,W,10.338,,71.272
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,106,70,23.28,15.15,135.5,W,21.643,,8.195
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,118,81.41,31.27,13.59,157.7,W,16.693,,4.355
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,118,97.07,31.6,19.34,200.1,W,19.924,,1.308
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,106,74.22,27.27,8.05,138.8,W,10.846,,62.948
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,123,123.87,38.51,31.17,212.15,W,25.163,,40.747
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,131,121.38,38.08,25.44,287.48,W,20.959,,4.747
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,118,88.13,34.55,14.17,121.72,W,16.079,,7.299
2020,7,30,2020-07-22,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,126,99.91,36.41,14.15,186.61,W,14.163,,21.32
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,TR,F,67,28.38,9.22,2.57,26.15,W,9.056,,11.542
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,TR,M,69,20.65,7.23,2.33,28.73,W,11.283,,1.368
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,TL,M,64,18.99,6.76,3.21,35.51,W,16.904,,19.808
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,TL,F,69,22.07,7.96,2.98,31.47,W,13.502,,1.101
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,MR,M,70,23.66,8.76,4.57,27.83,W,19.315,,47.091
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,MR,F,64,19.26,7.79,1.29,25.15,W,6.698,,33.122
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,ML,M,68,23.15,9,2.96,34.49,W,12.786,,0.111
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,ML,F,67,19.8,8.22,1.15,26.1,W,5.808,,44.155
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,BR,M,69,19.33,6.88,2.55,30.22,W,13.192,,0.546
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,17,Cage,NA,BL,F,60,15.46,2.23,0.7,20.88,W,4.528,,62.808
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,TR,F,83,45.86,16.07,8.48,47.45,W,18.491,,36.458
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,TR,M,79,29.55,11.33,2.69,54.16,W,9.103,,11.221
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,TL,F,77,31.51,12.68,2.16,45.32,W,6.855,,31.338
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,TL,M,79,35.42,14.71,4.33,61.61,W,12.225,,0.052
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,MR,M,83,40.27,12.47,7.81,51.8,W,19.394,,48.179
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,MR,F,83,38.58,15.02,3.89,50.93,W,10.083,,5.617
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,ML,F,84,41.27,14.83,6.61,46.52,W,16.016,,12.698
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,ML,M,78,29.78,10.1,4.01,53.9,W,13.465,,1.025
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,BR,F,79,44.36,15.8,6.98,56.71,W,15.735,,10.771
2020,7,30,2020-07-23,Lower_Penobscot_Bay,HI,16,Cage,NA,BL,M,81,30.78,10.96,4.5,49.19,W,14.62,,4.695
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,F,86,57.39,13.44,6.05,61.32,W,10.542,,11.161
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,M,88,50.9,17.16,10.69,64.86,W,21.002,,50.683
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,M,75,41.13,14.73,10.16,56.04,W,24.702,,117.06
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,F,86,54.36,18.64,15.42,78.21,W,28.366,,209.777
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,M,74,38.2,11.11,9.77,46.55,W,25.576,,136.73
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,F,95,68.18,26.21,11.21,73.47,O,16.442,,6.549
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,M,86,52.47,24.42,10.8,65.4,W,20.583,,44.896
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,M,76,62.57,16.13,10.52,42.33,W,16.813,,8.587
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,F,96,66.14,22.06,11.74,79.99,W,17.75,,14.957
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,31,Lantern_Net,NA,6,F,89,52.72,19.96,9.55,57.3,W,18.115,,17.908
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,56,11.7,4.26,1.57,14.76,W,13.419,,0.215
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,65,13.59,4.98,1.07,16.04,W,7.873,,36.112
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,65,13.93,5.3,1.46,14.25,W,10.481,,11.572
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,63,14.03,5,1.4,14.54,W,9.979,,15.242
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,62,14.85,5.37,1.46,16.14,W,9.832,,16.411
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,57,12.66,4.68,1.67,12.81,W,13.191,,0.478
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,57,9.99,3.83,0.47,12.75,W,4.705,,84.237
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,60,16.07,6.39,1.2,15.17,W,7.467,,41.158
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,63,14.64,5.44,1.16,17.79,W,7.923,,35.513
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,65,17.16,6.58,1.46,20.65,W,8.508,,28.886
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,55,11.67,3.9,1.72,14.29,W,14.739,,0.733
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,58,12.41,4.2,2.02,13.33,W,16.277,,5.733
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,61,14.69,5.73,1.7,18.71,W,11.572,,5.337
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,F,66,13.95,5.67,1.3,15.85,W,9.319,,20.828
2020,7,31,2020-07-28,Middle_Penobscot_Bay,NH,30,Lantern_Net,NA,6,M,68,19.74,6.78,2.25,19.04,W,11.398,,0.177
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,89,57.85,21.43,12.91,59.72,W,22.316,,110.202
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,81,35.54,12.85,5.09,44.11,W,14.322,,6.266
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,84,43.79,16.15,8.01,43.85,W,18.292,,41.902
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,82,36.1,12.57,7.89,38.76,W,21.856,,100.748
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,M,79,34.36,12.89,7.36,41.59,W,21.42,,92.191
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,89,63.2,23.58,12.51,80.8,W,19.794,,63.611
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,92,37.89,17,1.97,41.96,W,5.199,,43.816
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,M,81,36.33,13.7,7.39,45.26,W,20.341,,72.636
2020,7,31,2020-07-28,Isle_au_Haut,ST,40,Lantern_Net,NA,8,F,85,51.49,15.26,15.71,63.99,W,30.511,,349.396
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,F,77,32.85,10.7,6.96,34.45,W,21.187,,87.77
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,F,78,30.25,9.31,8.39,40.26,W,27.736,,253.347
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,M,74,27.96,9.15,6.23,38.25,W,22.282,,109.478
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,M,75,27.99,10.98,4.71,33.74,W,16.827,,25.088
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,M,79,36.97,11.99,9.28,32.96,W,25.101,,176.432
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,F,78,31.73,11.97,5.39,30.71,W,16.987,,26.713
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,F,72,28.89,8.99,7.85,36.75,W,27.172,,235.726
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,M,81,36.26,11.56,8.81,46.07,W,24.297,,155.703
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,M,77,36.52,12.78,8.43,41.95,W,23.083,,126.891
2020,7,31,2020-07-28,Isle_au_Haut,ST,41,Lantern_Net,NA,8,F,76,32.57,12.51,5.07,43.4,W,15.566,,14.046
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,127,83.76,22.9,15.22,298.9,W,18.171,,20.335
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,132,90,34.72,14.09,229.2,W,15.656,,3.976
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,114,60.72,23.53,7.69,206.3,W,12.665,,0.994
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,132,97.52,36.95,11.38,219.7,W,11.669,,3.969
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,139,114.7,38.03,14.3,304.4,W,12.467,,1.426
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,67,11.15,4.19,0.86,43.43,W,7.713,,35.385
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,137,116.73,37.32,12.35,413.3,B,10.58,,9.496
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,124,72.92,23.83,6.22,265.65,W,8.53,,26.334
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,113,58.48,21.39,7.89,170.78,W,13.492,,0.029
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,126,89.9,18.28,24.09,179.4,B,26.796,,172.525
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,128,96.65,36.06,11.42,261.93,W,11.816,,3.407
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,120,70.71,22.01,9.74,203.15,W,13.775,,0.013
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,123,66.47,21.19,9.51,181.09,W,14.307,,0.417
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,144,117.99,38.27,23.58,323.03,W,19.985,,39.983
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,F,127,76.1,26.16,10.61,297,B,13.942,,0.079
2020,7,31,2020-07-28,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIGastonCove,NA,M,141,97.3,37.52,11.12,311.32,W,11.429,,4.986
